kategori,arama_niyeti,niyet_tanimi,source_id,kaynak_adi,ornek_kayit,ornek_kayit_basligi,kanit_gerekcesi,beklenen_benzersiz_katki,alinabilen_alan,bagimsizlik_grubu,dil_pazar,tazelik,erisim_kisiti,fallback,aday_sorgu_yuzeyi,incelenen_belge_sayisi
eklenti-entegrasyon,dissatisfaction,Mevcut çözümlerle ilgili şikâyet ve eksikler,source-0115,WooCommerce Marketplace,doc-72d46efc6184 · https://woocommerce.com/products/,"WooCommerce Extensions, Themes, Plugins, and More",engagement_yildiz = 5,bu hücrede yalnız burada: fiyat,"engagement_yildiz, fiyat",grup-source-0115,en · pazar global,sayfa yayın tarihi beyan ediyor (en yeni 2023-05-24),"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Shopify App Store,site_search · https://woocommerce.com/products/\/\/woocommerce.com\/search\/?q=,2
eklenti-entegrasyon,dissatisfaction,Mevcut çözümlerle ilgili şikâyet ve eksikler,source-0128,monday.com Apps Marketplace,doc-e59b965e8d8b · https://monday.com/alternative,monday.com Alternatives & Comparisons,engagement_yorum_sayisi = 2,"Tarayıcı, e-ticaret ve CMS eklenti mağazaları · alanları başka kaynakta da var, çapraz doğrulama değeri",engagement_yorum_sayisi,grup-source-0128,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Shopify App Store,local_index · yerel dizinde 715 adres (ağsız arama),2
eklenti-entegrasyon,dissatisfaction,Mevcut çözümlerle ilgili şikâyet ve eksikler,source-0130,Zapier App Directory,doc-98395aef3c45 · https://zapier.com/apps/categories/reviews,Top Reviews Apps & Software | Zapier,engagement_yorum_sayisi = 73,"Tarayıcı, e-ticaret ve CMS eklenti mağazaları · alanları başka kaynakta da var, çapraz doğrulama değeri",engagement_yorum_sayisi,grup-source-0130,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Shopify App Store,local_index · yerel dizinde 56 adres (ağsız arama),1
eklenti-entegrasyon,existing_alternatives,"Bugün hangi ürün, yöntem veya workaround kullanıldığı",source-0124,Slack Marketplace,doc-ebbd5199bc75 · https://slack.com/intl/de-de/blog/compare,Vergleichen | Slack,"existing_alternatives yüzeyi olarak çekildi, 9132 karakter metin","Tarayıcı, e-ticaret ve CMS eklenti mağazaları · ölçülebilir alan çıkmadı, yüzey kanıtı",(ölçülebilir alan yok),grup-source-0091,de · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",monday.com Apps Marketplace,local_index · yerel dizinde 13 adres (ağsız arama),1
eklenti-entegrasyon,existing_alternatives,"Bugün hangi ürün, yöntem veya workaround kullanıldığı",source-0128,monday.com Apps Marketplace,doc-e59b965e8d8b · https://monday.com/alternative,monday.com Alternatives & Comparisons,"existing_alternatives yüzeyi olarak çekildi, 6997 karakter metin",bu hücrede yalnız burada: engagement_yorum_sayisi,engagement_yorum_sayisi,grup-source-0128,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Slack Marketplace,local_index · yerel dizinde 715 adres (ağsız arama),1
eklenti-entegrasyon,existing_alternatives,"Bugün hangi ürün, yöntem veya workaround kullanıldığı",source-0132,Airtable Marketplace,doc-a4664ffbab01 · https://www.airtable.com/lp/compare/airtable-for-marketing-operations-vs-others,Revitalize your marketing applications | Airtable,"existing_alternatives yüzeyi olarak çekildi, 9240 karakter metin","Tarayıcı, e-ticaret ve CMS eklenti mağazaları · ölçülebilir alan çıkmadı, yüzey kanıtı",(ölçülebilir alan yok),grup-source-0132,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Slack Marketplace,local_index · yerel dizinde 3001 adres (ağsız arama),1
eklenti-entegrasyon,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0115,WooCommerce Marketplace,doc-72d46efc6184 · https://woocommerce.com/products/,"WooCommerce Extensions, Themes, Plugins, and More",fiyat = $79,bu hücrede yalnız burada: engagement_yildiz,"engagement_yildiz, fiyat",grup-source-0115,en · pazar global,sayfa yayın tarihi beyan ediyor (en yeni 2026-04-23),"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Salesforce AppExchange,site_search · https://woocommerce.com/products/\/\/woocommerce.com\/search\/?q=,3
eklenti-entegrasyon,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0122,Salesforce AppExchange,doc-7810ae1f522d · https://appexchange.salesforce.com/categories/data-management,Salesforce App Store | All Apps | Salesforce AppExchange,fiyat = $30,"Tarayıcı, e-ticaret ve CMS eklenti mağazaları · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0122,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",WooCommerce Marketplace,local_index · yerel dizinde 11988 adres (ağsız arama),1
eklenti-entegrasyon,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0124,Slack Marketplace,doc-adb49b47bd9a · https://slack.com/intl/de-de/pricing,Preispläne von Slack: Finde die richtige Lösung für dein Team | Slack,fiyat = 0 USD,"Tarayıcı, e-ticaret ve CMS eklenti mağazaları · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0091,de · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",WooCommerce Marketplace,local_index · yerel dizinde 13 adres (ağsız arama),1
eklenti-entegrasyon,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0128,monday.com Apps Marketplace,doc-d2ca5716b0e6 · https://monday.com/pricing,monday.com pricing and plans,fiyat = € 0,"Tarayıcı, e-ticaret ve CMS eklenti mağazaları · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0128,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",WooCommerce Marketplace,local_index · yerel dizinde 715 adres (ağsız arama),1
eklenti-entegrasyon,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0129,Notion Integrations,doc-03404e7fc8c6 · https://www.notion.com/pricing,"Notion Pricing Plans: Free, Plus, Business, & Enterprise.",fiyat = $0,"Tarayıcı, e-ticaret ve CMS eklenti mağazaları · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0129,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",WooCommerce Marketplace,local_index · yerel dizinde 169 adres (ağsız arama),1
eklenti-entegrasyon,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0130,Zapier App Directory,doc-dc1d4e5011bd · https://zapier.com/pricing,Plans & Pricing | Zapier,fiyat = $0,"Tarayıcı, e-ticaret ve CMS eklenti mağazaları · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0130,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",WooCommerce Marketplace,local_index · yerel dizinde 56 adres (ağsız arama),1
eklenti-entegrasyon,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0132,Airtable Marketplace,doc-6d4693038cba · https://airtable.com/pricing,"Airtable Pricing | Compare Plans, Features & Costs",fiyat = $20,"Tarayıcı, e-ticaret ve CMS eklenti mağazaları · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0132,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",WooCommerce Marketplace,local_index · yerel dizinde 3001 adres (ağsız arama),1
eklenti-entegrasyon,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0133,Canva Apps Marketplace,doc-43c45e205db6 · https://www.canva.com/case-studies/,Canva customer case studies,"fiyat = $2,000",bu hücrede yalnız burada: ozellik_basligi,"fiyat, ozellik_basligi",grup-source-0133,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",WooCommerce Marketplace,local_index · yerel dizinde 1 adres (ağsız arama),1
eklenti-entegrasyon,problem_demand,Kullanıcıların problemi veya ihtiyacı nasıl anlattığı,source-0115,WooCommerce Marketplace,doc-84a096edc2ef · https://woocommerce.com/community/,Join the Woo Community - WooCommerce,"problem_demand yüzeyi olarak çekildi, 4038 karakter metin","Tarayıcı, e-ticaret ve CMS eklenti mağazaları · ölçülebilir alan çıkmadı, yüzey kanıtı",(ölçülebilir alan yok),grup-source-0115,en · pazar global,sayfa yayın tarihi beyan ediyor (en yeni 2018-08-09),"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Slack Marketplace,site_search · https://woocommerce.com/products/\/\/woocommerce.com\/search\/?q=,1
eklenti-entegrasyon,problem_demand,Kullanıcıların problemi veya ihtiyacı nasıl anlattığı,source-0124,Slack Marketplace,doc-af07ac3150d0 · https://slack.com/intl/de-de/community,Werde Teil der Slack-Community | Slack,"problem_demand yüzeyi olarak çekildi, 7719 karakter metin","Tarayıcı, e-ticaret ve CMS eklenti mağazaları · ölçülebilir alan çıkmadı, yüzey kanıtı",(ölçülebilir alan yok),grup-source-0091,de · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",WooCommerce Marketplace,local_index · yerel dizinde 13 adres (ağsız arama),1
eklenti-entegrasyon,problem_demand,Kullanıcıların problemi veya ihtiyacı nasıl anlattığı,source-0133,Canva Apps Marketplace,doc-4c83ca306de4 · https://www.canva.com/community/,Community,"problem_demand yüzeyi olarak çekildi, 11322 karakter metin",bu hücrede yalnız burada: ozellik_basligi,ozellik_basligi,grup-source-0133,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",WooCommerce Marketplace,local_index · yerel dizinde 1 adres (ağsız arama),1
eklenti-entegrasyon,use_case,Kullanım bağlamı ve gerçek iş akışı,source-0124,Slack Marketplace,doc-2e5a6e24eb55 · https://slack.com/intl/de-de/solutions,Geschäftslösungen für die Arbeit von Slack | Slack,"use_case yüzeyi olarak çekildi, 13391 karakter metin","Tarayıcı, e-ticaret ve CMS eklenti mağazaları · ölçülebilir alan çıkmadı, yüzey kanıtı",(ölçülebilir alan yok),grup-source-0091,de · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",monday.com Apps Marketplace,local_index · yerel dizinde 13 adres (ağsız arama),1
eklenti-entegrasyon,use_case,Kullanım bağlamı ve gerçek iş akışı,source-0128,monday.com Apps Marketplace,doc-6e88e65ee036 · https://monday.com/customers/alachua-county,Customer story: Alachua County | monday.com,"use_case yüzeyi olarak çekildi, 7933 karakter metin","Tarayıcı, e-ticaret ve CMS eklenti mağazaları · ölçülebilir alan çıkmadı, yüzey kanıtı",(ölçülebilir alan yok),grup-source-0128,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Slack Marketplace,local_index · yerel dizinde 715 adres (ağsız arama),1
eklenti-entegrasyon,use_case,Kullanım bağlamı ve gerçek iş akışı,source-0129,Notion Integrations,doc-ebcc7b883e8d · https://www.notion.com/customers,Notion Customer Stories,"use_case yüzeyi olarak çekildi, 3593 karakter metin","Tarayıcı, e-ticaret ve CMS eklenti mağazaları · ölçülebilir alan çıkmadı, yüzey kanıtı",(ölçülebilir alan yok),grup-source-0129,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Slack Marketplace,local_index · yerel dizinde 169 adres (ağsız arama),1
eklenti-entegrasyon,use_case,Kullanım bağlamı ve gerçek iş akışı,source-0130,Zapier App Directory,doc-c53dcd61a8ed · https://zapier.com/solutions/customer-support,Automation solutions for customer support | Zapier,"use_case yüzeyi olarak çekildi, 7845 karakter metin","Tarayıcı, e-ticaret ve CMS eklenti mağazaları · ölçülebilir alan çıkmadı, yüzey kanıtı",(ölçülebilir alan yok),grup-source-0130,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Slack Marketplace,local_index · yerel dizinde 56 adres (ağsız arama),1
eklenti-entegrasyon,use_case,Kullanım bağlamı ve gerçek iş akışı,source-0132,Airtable Marketplace,doc-c0e9accef36b · https://www.airtable.com/solutions,Workflow Management & Solutions for Every Team | Airtable,"use_case yüzeyi olarak çekildi, 7343 karakter metin","Tarayıcı, e-ticaret ve CMS eklenti mağazaları · ölçülebilir alan çıkmadı, yüzey kanıtı",(ölçülebilir alan yok),grup-source-0132,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Slack Marketplace,local_index · yerel dizinde 3001 adres (ağsız arama),1
eklenti-entegrasyon,use_case,Kullanım bağlamı ve gerçek iş akışı,source-0133,Canva Apps Marketplace,doc-43c45e205db6 · https://www.canva.com/case-studies/,Canva customer case studies,"use_case yüzeyi olarak çekildi, 6371 karakter metin","bu hücrede yalnız burada: fiyat, ozellik_basligi","fiyat, ozellik_basligi",grup-source-0133,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Slack Marketplace,local_index · yerel dizinde 1 adres (ağsız arama),1
fintech,competitor_discovery,Doğrudan ve dolaylı rakip adayları,source-0266,Companies House,doc-2904ec61cc76 · https://www.gov.uk/browse,Services and information - GOV.UK,surum = 3.0,"Finans ve fintech dikeyi, Şirket, yatırım ve startup verisi · alanları başka kaynakta da var, çapraz doğrulama değeri","mevzuat_atfi, surum",grup-source-0266,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",SPK,opensearch · https://www.gov.uk/search/opensearch.xml,1
fintech,competitor_discovery,Doğrudan ve dolaylı rakip adayları,source-0384,SPK,doc-16d4dfad8790 · https://www.spk.com.tr/Urunler,Ürünler | SPK Boru & Fitting,"competitor_discovery yüzeyi olarak çekildi, 1477 karakter metin","Finans ve fintech dikeyi, Regülasyon ve hukuk kaynakları · ölçülebilir alan çıkmadı, yüzey kanıtı",(ölçülebilir alan yok),grup-source-0384,tr · pazar TR,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Companies House,fulltext · tam metin elde (34891 bayt),1
fintech,competitor_discovery,Doğrudan ve dolaylı rakip adayları,source-0433,FRED,doc-94624c6b44a2 · https://fred.stlouisfed.org/categories,Categories of Economic Data | FRED | St. Louis Fed,"competitor_discovery yüzeyi olarak çekildi, 3756 karakter metin","Finans ve fintech dikeyi · alanları başka kaynakta da var, çapraz doğrulama değeri","gosterge, yil_araligi",grup-source-0363,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Companies House,fulltext · tam metin elde (88203 bayt),1
fintech,competitor_discovery,Doğrudan ve dolaylı rakip adayları,source-0439,Open Banking UK,doc-8933d65383f3 · https://www.openbanking.org.uk/directory/,Open Banking Directory - Open Banking,surum = 4.0,"Finans ve fintech dikeyi · alanları başka kaynakta da var, çapraz doğrulama değeri",surum,grup-source-0439,en · pazar global,sayfa yayın tarihi beyan ediyor (en yeni 2021-06-16),"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Companies House,local_index · yerel dizinde 54 adres (ağsız arama),1
fintech,competitor_discovery,Doğrudan ve dolaylı rakip adayları,source-0441,NYSE,doc-f7bb7655ef63 · https://www.nyse.com/listings,Listing at NYSE,"competitor_discovery yüzeyi olarak çekildi, 8439 karakter metin",bu hücrede yalnız burada: fiyat,"fiyat, gosterge, mevzuat_atfi",grup-source-0441,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Companies House,fulltext · tam metin elde (259407 bayt),1
fintech,competitor_discovery,Doğrudan ve dolaylı rakip adayları,source-0442,Borsa İstanbul,doc-455907975a76 · https://borsaistanbul.com/piyasalar/borclanma-araclari-piyasasi/urunler,Ürünler | Borsa İstanbul A.Ş.,"competitor_discovery yüzeyi olarak çekildi, 18301 karakter metin","Finans ve fintech dikeyi · alanları başka kaynakta da var, çapraz doğrulama değeri","gosterge, yil_araligi",grup-source-0442,tr · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Companies House,local_index · yerel dizinde 4 adres (ağsız arama),1
fintech,dissatisfaction,Mevcut çözümlerle ilgili şikâyet ve eksikler,source-0434,World Bank,doc-af5b04124cef · https://www.worldbank.org/en/programs/africa-human-capital-plan/reviews,Reviews,"dissatisfaction yüzeyi olarak çekildi, 5475 karakter metin",bu hücrede yalnız burada: yil_araligi,"gosterge, yil_araligi",grup-source-0354,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Investing.com,site_search · https://www.worldbank.org/en/search?q=,1
fintech,dissatisfaction,Mevcut çözümlerle ilgili şikâyet ve eksikler,source-0445,Investing.com,doc-4d7d45daba61 · https://www.investing.com/,Investing.com - Stock Market Quotes & Financial News,engagement_yorum_sayisi = 1.3M,bu hücrede yalnız burada: engagement_yorum_sayisi,"engagement_yorum_sayisi, gosterge",grup-source-0445,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-02,"erişim anlığı 2026-09-02 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",World Bank,site_search · https://www.investing.com/search?q={kelime},1
fintech,existing_alternatives,"Bugün hangi ürün, yöntem veya workaround kullanıldığı",source-0437,Bank for International Settlements,doc-d7f66c1ccb96 · https://www.bis.org/committees/mc/compendium/comparison,Markets Committee compendium comparison | Bank for International Settlements,"existing_alternatives yüzeyi olarak çekildi, 8115 karakter metin","Finans ve fintech dikeyi · ölçülebilir alan çıkmadı, yüzey kanıtı",(ölçülebilir alan yok),grup-source-0437,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",(bağımsız yedek YOK),local_index · yerel dizinde 1 adres (ağsız arama),1
fintech,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0441,NYSE,doc-f7bb7655ef63 · https://www.nyse.com/listings,Listing at NYSE,fiyat = $2,"bu hücrede yalnız burada: fiyat, gosterge, mevzuat_atfi","fiyat, gosterge, mevzuat_atfi",grup-source-0441,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",(bağımsız yedek YOK),fulltext · tam metin elde (259407 bayt),1
fintech,problem_demand,Kullanıcıların problemi veya ihtiyacı nasıl anlattığı,source-0384,SPK,doc-bb4e35b2da9d · https://www.spk.com.tr/,SPK Boru & Fitting | Söğüt Plastik,yil_araligi = 1976-2026,"Finans ve fintech dikeyi, Regülasyon ve hukuk kaynakları · alanları başka kaynakta da var, çapraz doğrulama değeri",yil_araligi,grup-source-0384,tr · pazar TR,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-02,"erişim anlığı 2026-09-02 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",FRED,fulltext · tam metin elde (34891 bayt),1
fintech,problem_demand,Kullanıcıların problemi veya ihtiyacı nasıl anlattığı,source-0433,FRED,doc-94624c6b44a2 · https://fred.stlouisfed.org/categories,Categories of Economic Data | FRED | St. Louis Fed,yil_araligi = 1914-1941,"Finans ve fintech dikeyi · alanları başka kaynakta da var, çapraz doğrulama değeri","gosterge, yil_araligi",grup-source-0363,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",SPK,fulltext · tam metin elde (88203 bayt),1
fintech,problem_demand,Kullanıcıların problemi veya ihtiyacı nasıl anlattığı,source-0434,World Bank,doc-af5b04124cef · https://www.worldbank.org/en/programs/africa-human-capital-plan/reviews,Reviews,yil_araligi = 2017-2022,"Finans ve fintech dikeyi · alanları başka kaynakta da var, çapraz doğrulama değeri","gosterge, yil_araligi",grup-source-0354,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",SPK,site_search · https://www.worldbank.org/en/search?q=,2
fintech,problem_demand,Kullanıcıların problemi veya ihtiyacı nasıl anlattığı,source-0436,European Central Bank,doc-84cb20820bb9 · https://www.ecb.europa.eu/home/html/index.en.html,European Central Bank,yil_araligi = 2000–2020,"Finans ve fintech dikeyi · alanları başka kaynakta da var, çapraz doğrulama değeri","gosterge, mevzuat_atfi, yil_araligi",grup-source-0267,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-02,"erişim anlığı 2026-09-02 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",SPK,local_index · yerel dizinde 478 adres (ağsız arama),1
fintech,problem_demand,Kullanıcıların problemi veya ihtiyacı nasıl anlattığı,source-0441,NYSE,doc-3d048c9877e6 · https://www.nyse.com/community,In Good Company | Community | NYSE,"problem_demand yüzeyi olarak çekildi, 3025 karakter metin","Finans ve fintech dikeyi · alanları başka kaynakta da var, çapraz doğrulama değeri",mevzuat_atfi,grup-source-0441,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",SPK,fulltext · tam metin elde (259407 bayt),1
fintech,problem_demand,Kullanıcıların problemi veya ihtiyacı nasıl anlattığı,source-0442,Borsa İstanbul,doc-5c8e678dc72c · https://borsaistanbul.com/,Borsa İstanbul | Borsa İstanbul A.Ş.,yil_araligi = 2025-2026,"Finans ve fintech dikeyi · alanları başka kaynakta da var, çapraz doğrulama değeri","gosterge, yil_araligi",grup-source-0442,tr · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",SPK,local_index · yerel dizinde 4 adres (ağsız arama),3
fintech,problem_demand,Kullanıcıların problemi veya ihtiyacı nasıl anlattığı,source-0446,TradingView,doc-986917f20cd2 · https://www.tradingview.com/feed/,TradingView Ideas,yil_araligi = 2021–2025,"Finans ve fintech dikeyi · alanları başka kaynakta da var, çapraz doğrulama değeri","gosterge, yil_araligi",grup-source-0446,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-02,"erişim anlığı 2026-09-02 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",SPK,local_index · yerel dizinde 65 adres (ağsız arama),1
fintech,use_case,Kullanım bağlamı ve gerçek iş akışı,source-0266,Companies House,doc-74e670d1bf2f · https://www.gov.uk/government/case-studies/20-million-investment-for-sports-and-leisure-in,£20 million game-changing investment for sports and leisure in Forest of Dean - ,"use_case yüzeyi olarak çekildi, 5468 karakter metin",bu hücrede yalnız burada: mevzuat_atfi,mevzuat_atfi,grup-source-0266,en · pazar global,sayfa yayın tarihi beyan ediyor (en yeni 2023-01-17),"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Bank for International Settlements,opensearch · https://www.gov.uk/search/opensearch.xml,1
